year	timestamp	author	kind	content
2021	2021-06-09T07:31:34.281+00:00	isaacdrews	property	Kauzál platí pro všechny, FIFO mezi dvěma procesy
2021	2021-06-09T11:23:55.195+00:00	nitram147	exam,algo,property,pain	1.) PRAM tipovačka 2.) VLIW + ako sa riešia konflikty 3.) Monitor - popis + obrázok 4.) Problém 5 filozofov - kód so semaformi + popis ako to funguje (plus musel byt deadlock proof ten kód) 5.) Nieco s FIFO a broadcastom, nejaká random tabuľka, v živote som to nevidel 6.) Random mating (pravdepodobne 1:1 recycle z 1. opravného) 7.) OCCAM - naprogramovanie...
2021	2021-06-09T11:44:36.696+00:00	dajvid	property	Co to bylo s tím FIFO broadcastem do piči, to měl být pi kalkul.
2021	2021-06-09T12:51:10.218+00:00	_ls.d_	property	A to FIFO, ako snazil som sa to spravit kauzalne, ale to znamena ze v kazdom uzly dorazi sprava z skorsieho broadcastu skor, nez z neskorsieho broadcastu. Ja som ich iba ked dorazili naraz zoradil podla broadcastu, cize mozno som sa neuspechom a neznalostou kauzality dopracoval k uspechu FIFO.
2021	2021-06-09T19:00:56.198+00:00	nitram147	property	vsetko okrem toho FIFO som vyplnil a tak 12:56 odisiel
2021	2021-06-09T19:02:38.666+00:00	nitram147	pain	uprimne som cakal aj broadcast ale pozeral som tu prednasku na dvakrat a RIP
2022	2022-04-23T20:11:09.417+00:00	lakoc	general	no jako jedine, co mne napada, je vyuzit broadcast aby byla zachovana casova slozitost
2022	2022-04-23T20:12:41.32+00:00	rys8515	general	ja pouzivam gather a broadcast no
2022	2022-04-23T20:15:47.246+00:00	rys8515	general	tak allgather je v podstate gather + broadcast
2022	2022-04-24T08:33:43.798+00:00	lakoc	general	volam to tam vsemi procesy, ten broadcast je tam zbytecna rezie a neni to jadrem samotneho alg, takze si to imo muzeme dovolit
2022	2022-04-28T17:27:39.839+00:00	rys8515	algo	send recv, broadcast, gather, allgather
2022	2022-05-12T21:13:56.073+00:00	afos	property	ako minulé roky mohli mať otázky na kauzalitu, keď až tento rok máme kauzalitu v slajdoch? čo sa tu sakra deje za magic
2022	2022-05-12T21:26:54.831+00:00	mr.speaker	property	chteli nam dat nejaky realny priklad, jak porusit zakony kauzality :vutEZ:
2022	2022-05-13T05:37:46.63+00:00	maybe_coffee	property	Kauzalita je která prezentace?
2022	2022-05-13T06:58:01.089+00:00	straywolf_	property	on nějaký věci přesunul z poslední prezentace do té 11. (vč. té kauzality) a tu poslední neupdatnul, takže třeba ta kauzalita je teď ve slajdech 2x :pepeLaff:
2022	2022-05-13T07:48:51.455+00:00	janosamek	algo,property	Odpoveď od Zbořila na ten deliver (ak by niekoho zaujímalo): deliver je doručení, totiž ona zpráva nemusí být doručena v okamžiku, kdy se objeví 'na železe', na aplik.úrovni si systém sám rozhodne,kdy zprávu doručí, aby zajistil FIFO nebo kauzalitu. Doručení na železo / uzel je receive
2022	2022-05-13T08:39:18.301+00:00	emzak	general	z minulých zadání to je vždycky skoro to stejné, jeden/dva reduce a někdy broadcast
2022	2022-05-14T11:39:06.644+00:00	pavelb98	property	tohle je kauzalni ale ne fifo broadcast ze?
2022	2022-05-14T13:39:55.913+00:00	flippz	property	kauzalni == zprava odeslana pred zpravou *m* je kazdym recipientem prijata pred zpravou *m*?
2022	2022-05-14T15:47:43.7+00:00	arttarius	general	teď jsem našel, že broadcast hodnoty na EREW se dá vyřešit t(n)=O(log n)
2022	2022-05-14T16:24:47.553+00:00	afos	property,pain	keď pri broadcaste chce FIFO, bude chcieť len nejaký stručný popis, že čo to je, alebo bude chcieť ten totálne wtf kód?
2022	2022-05-14T16:28:09.816+00:00	bc.plov_ec	property	ake FIFO pri broadcaste?:HAhaaVUT:
2022	2022-05-14T16:52:47.207+00:00	tomiju	general	a 35/70 je úplná koruna...
2022	2022-05-14T17:14:31.306+00:00	afos	property	a čo abcast? znie to ako kandidát? :VUTrtzW:
2022	2022-05-14T17:32:11.392+00:00	maybe_coffee	property	Kauzalita, FIFO, BestEfford taky ne?
2022	2022-05-14T21:53:56.359+00:00	kristyna4270	algo,property	ale máš tam FIFO doručování zpráv, takže tam nemůžou mít stejná časová razítka či?
2022	2022-05-15T08:39:03.103+00:00	skartova9ka	property	Ako to vyzera keď sa poruší atomicita ? :VUTrtzW:
2022	2022-05-15T08:40:29.572+00:00	kristyna4270	algo,property	atomicita spočívá v tom, že: - všechny procesy přijmou všechny zprávy ve stejném pořadí - ale ne v tom samém, jak byly vysílány (ve fyzickém čase) - ale v nějakém pořadí, které zachovají všechny procesy ⇒ tj. agreement mezi procesy
2022	2022-05-15T08:45:03.875+00:00	mr.speaker	property	kdyz uz jsi u toho, nechces popsat i rozdil mezi FIFO a atomicitou? :Prayge: me to totiz zni stejne z tech definic z materialu :VUTrtzW:
2022	2022-05-15T08:45:42.319+00:00	tomiju	property	U FIFO záleží i na tom, kdy to bylo reálně odesláno imo
2022	2022-05-15T08:46:01.035+00:00	mr.speaker	property	a u kauzality zalezi ciste jen na tom, kdy to bylo odeslano?
2022	2022-05-15T08:47:26.935+00:00	kristyna4270	property	FIFO máš Reliable + FIFO order... Atomic je Reliable + Total order... a rozdíl mezi těmi dvěma order už ze slajdů jde, ne?
2022	2022-05-15T08:47:45.082+00:00	tomiju	property	Možná spíš FIFO - jak ti to dojde, tak odešleš, ATOM - všichni odešlou ve stejném pořadí (nemusí být kauzalne správně), kauzalni - když jsi něco odeslal, tak to prijmes před tím, než odešleš na to odpověď? :hmmNote:
2022	2022-05-15T08:48:06.975+00:00	kristyna4270	property	FIFO order: zprávy jsou ukládány v pořadí, v jakém byly broadcastnuty, a to pomocí deliver
2022	2022-05-15T09:37:11.327+00:00	kuldas	general	no jasně, ale ten broadcast ti to rozhodí mezi prvky, vezmeš reduce, dostaneš sumu, rozhodíš mezi prvky, reducneš a dostaneš průměr... 😄
2022	2022-05-15T09:38:35.831+00:00	kristyna4270	general	a co takového se z toho může ptát? :peepoThink: jak to tak čtu, tak akorát co je 'koruna' a ne že by to z toho textu bylo nějaké super pochopitelné :VUTrtzW:
2022	2022-05-15T13:36:50.041+00:00	sqvik	property	Řekl bych FIFO + případně priorita UID
2022	2022-05-15T14:46:38.02+00:00	simon55655	property	Tam budeš mať obrázok nie? :hmmNote: a napísať ktoré sa kedy deliverne tak aby nebola porušená kauzalita
2022	2022-05-15T16:47:44.875+00:00	tomiju	property	v 2016 jim dal OCCAM i ABCAST :KEKW:
2022	2022-05-15T16:48:26.216+00:00	isaacdrews	property	... ABCAST je co dopiči :PepeLa:
2022	2022-05-15T20:22:49.696+00:00	isaacdrews	general	No joke, tho, když už máš dost, vytáhne ještě zasranej broadcast
2022	2022-05-15T22:37:15.866+00:00	kristyna4270	general	jo, já skončila u toho, že koruna bude cyklus :PepeLa:
2022	2022-05-16T00:39:23.585+00:00	rys8515	property	ta "->e" znamena kauzalne predchadza
2022	2022-05-16T00:47:02.722+00:00	rys8515	algo,property	spravis si vsetky mozne pary (send(msg_i), recv(msg_j)), kde send(msg_i) ->e recv(msg_j) -- je kauzalne pred -- a ked v nich je cyklus tak je tam koruna a nejde to spravit synchronne
2022	2022-05-16T00:55:07.213+00:00	rys8515	general	cize je tam najdlhsia koruna (m3, m2)(m2,m1)(m1,m3)
2022	2022-05-16T06:51:33.444+00:00	maybe_coffee	property	FIFA je FIFO + Atomicity? :monkahmm:
2022	2022-05-16T06:52:07.316+00:00	lada_42	algo,property	@Lori tady máš příklad. Tady ta zpráva přišla tomu procesu a až potom na ni reagoval - kauzalita splněna. Pokud by ale to modry kolečko předchazelo tomu doručeni, tak je kauzalita porušena
2022	2022-05-16T06:52:41.641+00:00	radluy	property	ak vie niekto ludsky vysvetlit ti fifo kauzality a usporiadanie tak sa nenahnevam. Ten popis v poznamkach mi absolutne nedava zmysel. Vsetko to je to iste
2022	2022-05-16T06:57:18.379+00:00	bixor_	property	Vždy bude FIFO porušené s tým si vystačíme :copium:
2022	2022-05-16T06:58:07.454+00:00	simon55655	property	takže FIFA nieje FIFO atomic?
2022	2022-05-16T07:03:20.521+00:00	maybe_coffee	property	Protoze v prezentaci je FIFO Atomic
2022	2022-05-16T07:08:01.732+00:00	radluy	property	chyba tam ta klucova informacia ze fifo su vsetky procesy
2022	2022-05-16T07:11:41.856+00:00	rys8515	property	cize FIFO riesi ked dve spravy posiela jeden procesor
2022	2022-05-16T07:11:56.235+00:00	rys8515	property	a kauzalita ked jeden procesor posle druhemu a druhy posle dalsiu spravu?
2022	2022-05-16T07:14:12.395+00:00	rys8515	algo,property	FIFO = P1 posle spravu m1 a potom spravu m2, najskor sa musi vsetkym dorucit m1 a az potom m2
2022	2022-05-16T07:15:01.458+00:00	rys8515	algo,property	kauzalita = P1 posiela vsetkym spravu m1, procesor P2 prijme m1 a posiela vsetkym spravu m2, najskor sa musi vsetkym dorucit sprava m1 a az potom m2
2022	2022-05-16T07:25:42.896+00:00	maybe_coffee	general	koruna??
2022	2022-05-16T07:26:08.348+00:00	toaster	general	https://www.csfd.cz/film/437677-koruna/prehled/
2022	2022-05-16T08:06:25.461+00:00	sebasuuu	general	MPI (reduce, broadcast) c++ - 16 prvkov zistit ci su aspon 2 rozne - logaritmicka casova zložitosť
2022	2022-05-16T08:36:37.887+00:00	dj_boeing	algo,property,pain	jaky je teda rozdil mezi FIFO, kauzalnim a atomickym vysilanim? nejak to v tom nevidim
2022	2022-05-18T12:30:01.529+00:00	maybe_coffee	property	In nomine PRAM et FIFO et Semaphor sancti... :Prayge:
2022	2022-05-24T16:26:53.709+00:00	student4822	general	To je ta Koruna
2022	2022-05-25T12:40:38.048+00:00	emzak	general	Náhodou jste někdo nedělali tenhle příklad na tu synchronizaci ? Mám dobře zapsané ty relace a korunu ? :HAhaaVUT: > (1,3), (1,4), (1,5), (1,6) > (2,1), (2,3), (2,4), (2,5), (2,6) > (3,1), (3,4), (3,5), (3,6) > (4,1), (4,3), (4,5), (4,6) > (5,1), (5,4), (5,6) > (6,1), (6,4), (6,5) a koruna tam je třeba `(1,3) -> (3,4) -> (4,5) -> (5,6) -> (6,1) `
2022	2022-05-25T17:32:01.088+00:00	Deleted User	general	a tady v tomto, je tam jen jedna koruna nebo by šlo počítat i tohle, co jsem vyznačila?
2022	2022-05-26T08:35:53.292+00:00	mangovnik	general	Takže u toho nového příkladu synchronizaci: - vyznačím si relace - pokud v těchto relacích je cyklus (koruna), tak prohlásím, že není proveditelný synchronně - pokud tam cyklus (koruna) není, tak prohlásím, že lze provést synchronně
2022	2022-05-26T11:28:45.312+00:00	sebasuuu	algo,property	v docu je napisane ze "Pro každý proces si vypíšeme všechny send(m_i) -> receive(m_j), které jsou v relaci kauzality: -e>." ale 6. proces ma najprv receive 2 a potom send 6, nemalo by to teda byt 6. proces = (6,2) ?
2022	2022-05-26T14:10:08.516+00:00	3.14_tea	general	vzniká tam koruna velikosti 3
2022	2022-05-26T21:31:02.585+00:00	pixiedash	general	pepegga otázka, proč se po reduce pouzívá broadcast? :peepoHug:
2022	2022-05-26T21:32:54.61+00:00	afos	general	ak len vypísať (tohtoročné zadania), tak broadcast nepotrebuješ.. ak potrebuješ na každom procese ešte niečo "kuchtiť" napríklad so sumou, tak bcast, no
2022	2022-05-26T21:33:47.364+00:00	kristyna4270	general	i letos jsi potřeboval broadcast, ne? však jsi tam zjišťoval minimum a maximum, které potřebovaly znát i ostatní procesy, či?
2022	2022-05-26T21:33:54.981+00:00	student4822	general	no v B skupine urcite len Reduce trebalo, ziadny broadcast, videl som ze broadcasty som mal preskrtnute v pisomke :VUTrtzW:
2022	2022-05-26T21:34:23.574+00:00	atreides38	general	C potřebovalo broadcast aby si všem rozeslal ten max i min
2022	2022-05-26T22:50:22.984+00:00	student4822	property	pocuj, tym FIFO a broadcast sa mysli co?
2022	2022-05-26T22:57:41.238+00:00	beeblebr0x	property	fu, teraz uz neviem, ale volakde asi boli nejake tie podmienky FIFO, kauzalita apod. asi to bude ono :/ vtedy som este moc netusil co co znamna :OMEGALUL: a vidim, ze aj ja som tam jebol otaznik
2022	2022-05-27T07:39:52.06+00:00	beeblebr0x	property	Najdes si vsetky kauzalne spravy/procesy, hlavne sa nauc si ich vypisat
2022	2022-05-27T07:40:02.133+00:00	hajrus	property	co je kauzalní
2022	2022-05-27T07:41:22.541+00:00	beeblebr0x	pain	m1 -> m2 m2 -> m1 tak rip -> koruna -> nejdze previest na synchro
2022	2022-05-27T07:42:24.591+00:00	v0jta	general	pokud někde jde z těchto posloupnmostí vytvořit cyklus (koruna), tak to nejde synchronizovat
2022	2022-05-27T07:44:14.497+00:00	hajrus	general	a co ještě znamená koruna?
2022	2022-05-27T07:49:26.118+00:00	atreides38	general	@Hajrus A dělá se to tak že si vezmeš každé odeslání zprávy a uděláš všechny možné dvojce toho jaké přijetí po odeslání této zprávy následovalo (vyjma sebe). A jak tam v těch dojcích najdeš nějaký cyklus tak je tam koruna a nejde to převést na synchronní.
2022	2022-05-27T11:06:48.44+00:00	aleksij	general	B: Udělat AND pro common CRCW Xeon Phi :itsVoidkay: Odd Even merge sort Marzullův alg Zase ta koruna Enumeration Sort OCCAM shit nevím co MPI, každej procesor měl prvek a zjistit jestli sudý procesory mají sudy prvky a lichý mají lichý prvky
2022	2022-05-27T11:10:54.169+00:00	sebasuuu	general	A: - popísať Algo na CRCW pre AND a uviesť príklad - kde by sme využili MIMD, popísať + obrázok - suffixsum pre euler path výpočet úrovne vrcholu - MPI nájsť či suma prvkov v 1. Polovici je menšia ako suma prvkov v 2. Vypísať áno alebo nie - ako budú vyzerať procesory v 12. Kroku pri pipeline sort - async -> či sa dá tak ako, kde to vidime atď. - OCCAM ch...
2022	2022-05-27T11:23:15.908+00:00	maggie8310	property	Chyba ti tam este FIFO algoritmy a definovat relaciu kauzality
2022	2022-05-27T11:52:03.343+00:00	hater85	general	v tom A tam nebola koruna? :peepoThink:
2022	2022-06-01T11:08:18.12+00:00	janinka8352	general	proc je tam ten broadcast? neni ta hodnota uz v sum?
2022	2022-06-05T12:54:29.181+00:00	ondra_stu	property	nevite nekdo jaka mela byt odpoved k tem FIFO? co presne tam chtel uvest?
2022	2022-06-06T16:14:21.134+00:00	sebasuuu	general	doteraz boli na async -> sync robene tak ze v nich je koruna a neda sa to, ako sa to presklada ked sa to da ? :feelsCringeMan:
2022	2022-06-06T16:20:51.018+00:00	afos	general	koruna je cyklus v tej asynchrónnej komunikácii, kvôli ktorej to nemôžeš prerobiť na synchrónnu
2022	2022-06-07T14:58:11.412+00:00	sebasuuu	algo,property	- PRAM tipovačka - data flow architektúra popísať + obrázok - semafor popísať P a V operácie - FIFO broadcast ako prebieha prijímanie a odosielanie a algoritmy - async na Sync príklad - random mating príklad, skončiť prvú fázu do 4 krokov - LINDA vyhľadávanie v lineárnom zozname - MPI nájsť druhé maximum, pozor hodnoty môžu byť aj záporné
2022	2022-06-07T19:13:12.167+00:00	bvit	property	Jako random mating a ten fifo shit
2023	2023-04-15T12:15:57.225+00:00	no.body.the.sad.slider.boy	general	Ale teda nevím jak za pomocí těch dvou vyjádřit třeba `Broadcast` :HAhaaVUT:
2023	2023-04-15T12:29:45.403+00:00	no.body.the.sad.slider.boy	general	A ten `Broadcast` máš jako jednu šipku? Tam je taky weird ten způsob předávání. :pepeLa:
2023	2023-04-15T13:20:40.838+00:00	justlada	general	broadcast jsem udělal jako stromové předávání když předpokládám log složitost
2023	2023-04-20T21:04:40.497+00:00	.bakalar	general	Ale kebyže má byť upper bounded tá hodnota vstupu, tak by to O(n) zmizlo a najväčšiu časovú zložitosť by mal broadcast, čiže výsledná časová zložitosť by bola (n*log n)
2023	2023-04-20T21:06:45.984+00:00	kocotom	general	`Scatter` před smyčkou, `Gather` po smyčce, takže `O(n)` ti nepokazí smyčku Uvnitř smyčky mám `2x Broadcast` a `3x Reduce`, to je stále `O(log n)` :kalm:
2023	2023-05-01T09:13:11.765+00:00	monnte	general	@Bicko vieš sak hlada koruna ?
2023	2023-05-01T09:13:22.105+00:00	monnte	property	viem že to ma niečo s kauzalitou ale nwm ako to tam najst
2023	2023-05-01T09:14:29.206+00:00	monnte	property	tam je niečo s kauzalitou
2023	2023-05-01T09:17:46.068+00:00	monnte	property	no začneš to robit tak že urobiš najprv relaciu kauzality na tych riadkoch
2023	2023-05-01T09:20:43.98+00:00	monnte	general	@Bicko teraz ty mne vysvetli atomicky broadcast a hlasovanie :kekw
2023	2023-05-01T09:23:20.247+00:00	monnte	general	atomicky broadcast
2023	2023-05-03T12:56:29.94+00:00	malekjakub	property	1. Tipování složitosti 2. Algoritmy s FIFO 3. Pi kalkul 4. Euler 5. Redukční počítač 6. Zda lze synchronizovat procesy 7. Implementace s aktivním čekáním test&set a swap 8. MPI max% +min == 0
2023	2023-05-03T13:21:17.859+00:00	monnte	property	2. To bolo napisat KOD FIFO broadcastu a popisat relaciu kauzality
2023	2023-05-11T13:22:03.3+00:00	monnte	property	tam bolo napisat FIFO broadcast kod a potom kauzalitu popisat
2023	2023-05-12T18:07:57.1+00:00	.bakalar	general	Koruna? :pog:
2023	2023-05-12T18:11:58.196+00:00	.bakalar	property	Ale neviem, čo si mám predstaviť pod “algoritmy s FIFO”… Chandy-Lamport atd?
2023	2023-05-12T18:12:54.944+00:00	diskordsux	property	to pak Monnte pár zpráv pod tím přiblížil tu otázku: `2. To bolo napisat KOD FIFO broadcastu a popisat relaciu kauzality`
2023	2023-05-13T09:12:49.7+00:00	duristomas67	general	vie mi niekto vysvetlit ako funguje tá koruna pri async -> sync?
2023	2023-05-13T11:57:44.205+00:00	duristomas67	algo,property	zlava do prava ti ide ako keby čas a tie vodorovne čiary su procesy. Pre každý send (zelene koliečko) si vypíšeš relácie kauzality, teda všetky receive čo nasleduju po nom teda pre m1 (proces 1) by to bolo (send1, recieve2), (send1, recieve 3), potom pre proces 2 by to bolo (send2, receive1), (send2, receive3) a pre trojku (send3, receive2), (send3, recei...
2023	2023-05-13T11:58:25.724+00:00	duristomas67	property	nemaju tam vypísané všetky tie kauzality
2023	2023-05-13T12:02:28.118+00:00	duristomas67	algo,property	aby si videl aj niečo kde nie je koruna tak napríklad toto z prednášky ked vypíšeš rovnako tie kauzality tak máš (s1,r2), (s1,r3), (s2,r3) (po send3 napríklad už ide len receive3 čo ignoruješ, vypisuješ len tieto či idu ako keby medzi procesmi a nie len v rámci 1 lebo to je logické že bude vždy po sende) no a tu korunu nikdy nenájdeš - cyklus
2023	2023-05-13T12:24:04.052+00:00	.kwivi	property	myslela sem že tomu chápu a je to jednoduché ale asi je to další random shit no 😄 v docu nejsou vypsané všechny ty kauzality
2023	2023-05-13T12:32:35.213+00:00	jak3_117	algo,property	Well, nwm jestli to dobre, ale podle me to jde delat jednoduse. U synchronizovane komunikace musi byt, ze time(send) == time(recieve). Takze ty kauzalni zavislosti se daji urcit tak, ze zanedbavas barvicky a jdes pouze postupne po lifeline kazdeho procesu zleva doprava. Zajima te teda jenom, ke ktere zprave dana tecka patri. Z toho urcis, ty zavislosti me...
2023	2023-05-13T12:49:56.951+00:00	jak3_117	algo,property	Vlevo mas originalni asynchroni komunikaci, vpravo vyslednou po synchronizaci. Proste u synchroni odeslani i doruceni probihaji ve stejny okamzik. Takze je muzes pri urcovani tech kauzalnich zavislosti vzajemne zamenovat diky tomu.
2023	2023-05-13T13:34:52.798+00:00	diskordsux	algo	podle těchto slajdů to chápu tak, že atomičnost znamená, že je ten broadcast reliable (což se asi u těchto úloh předpokládá automaticky) a v úplným pořadí, tzn. když procesy _p_ a _q_ doručí zprávy _m_ a _n_, tak když třeba _p_ je doručí v pořadí _m_ -> _n_, pak je doručí v tomto pořadí i _q_
2023	2023-05-13T13:37:44.032+00:00	duristomas67	property	akože tá kauzalita, fifo a atomickost znie aj vyzerá všetko rovnako
2023	2023-05-13T16:59:28.189+00:00	monnte	general	najdi si slide, ten kde to je vysvetlene čo je koruna
2023	2023-05-13T17:00:11.93+00:00	monnte	algo	send(m1) -> recive(m2) send(m2) -> recive(m1) nastane a to je jedno kolko sprav medzi tým bude že sa takto cyklom dostaneš spet k m1 tak to je koruna
2023	2023-05-13T17:02:54.175+00:00	monnte	general	ale zvečša vidiš prekrižene spravy hore dole a je tam koruna (najčastejšie to tak dava)
2023	2023-05-14T10:12:21.215+00:00	di3go_cz	exam,property	Výskyt otázek ze těch dvou docs (2022/2023 předtermín - 2016/2017): ```25x MPI 25x PRAM tipsport 12x Etour, suffixsum -> (preorder / následující vrcholy / cesta …) 10x něco s Broadcast FIFO / kauzalita / atomičnost (kód, graf nebo teorie) 9x OCCAM (popsat, primitiva, příklad) 9x Carry look ahead příklad 6x Monžnost převést asynchronní systém na synchronní...
2023	2023-05-14T10:15:39.893+00:00	duristomas67	property	Viete niekto zrozumiteľne vysvetliť tu kazualitu vs fifo vs atomickost?
2023	2023-05-14T10:17:31.049+00:00	no.body.the.sad.slider.boy	property	FIFO je že se při komunikaci zpracovávají v pořadí v jakém byly odeslány nebo tak něco, ne? :pepoThink: A ta kauzalita, že ti jakoby nemůže přijít odpověď na "otázku" dřív než ta otázka.
2023	2023-05-14T10:18:23.367+00:00	duristomas67	property	Mne to fifo a kauzalita prišli rovnaké na tých obrázkoch :pepelaughlidl:
2023	2023-05-14T10:19:30.1+00:00	no.body.the.sad.slider.boy	property	No FIFO se týká nezávislé komunikace z jednoho procesu a kauzalita se spíš týká nějaké návaznosti těch zpráv pokud jsem to dobře pochopil. :pepoThink:
2023	2023-05-14T10:19:31.497+00:00	monnte	property	fifo nemusi byt kauzalne asi
2023	2023-05-14T10:21:40.403+00:00	no.body.the.sad.slider.boy	property	Toto by mělo být porušení FIFO
2023	2023-05-14T10:23:31.958+00:00	no.body.the.sad.slider.boy	property	A toto by mohlo být porušení kauzality
2023	2023-05-14T10:25:02.286+00:00	no.body.the.sad.slider.boy	property	U té kauzality jde o to, že proces `p3` dostane odpověď (`A`) na `Q` dřív než dostane samotnou otázku `Q`.
2023	2023-05-14T12:50:47.59+00:00	stupidboisbb	property,pain	ale z tohoto slajdu mi pripadne ze FIFO==kauzalita
2023	2023-05-14T12:53:40.019+00:00	stupidboisbb	property	resp z techto dvou bych pochopil, ze FIFO se zabyva zpravama vyslanyma jednim procesem
2023	2023-05-14T12:53:51.515+00:00	stupidboisbb	property	kdezto kauzalitu zajimaji vsechny zpravy od vsech procesu
2023	2023-05-14T13:29:55.732+00:00	adda00	general	- algoritmy, stromy, randommating (obě fáze), broadcasty(jak funguje semafor, jak funguje monitor, ), busy waiting (test and set, peterson) - problemy paralelsimu, jak bychom resili prodcent konzument nebo 5 filozofu pomoci (), ocaml(posilat na in, na out), linda je popis primit, nebo jak byl ten seznam - nutkani tam dat redukci pcalcluc(co se muze zreduk...
2023	2023-05-14T14:45:17.545+00:00	no.body.the.sad.slider.boy	general	Ta koruna
2023	2023-05-14T17:49:56.096+00:00	bachini	general	Co je ta skurvena koruna ? :clueless:
2023	2023-05-14T17:57:34.772+00:00	petak5	algo	Spojis si uzly send s uzlami receive v ramci jedneho procesoru (jedna horizontalna ciara) a ked tam je kruznica (koruna?) tak nemozes to prerobit na synchronne
2023	2023-05-14T19:28:34.249+00:00	no.body.the.sad.slider.boy	general	Je ta koruna nějak závislá na tom jak šly ty zprávy v čase?
2023	2023-05-14T20:29:12.737+00:00	veverica	general	a vznika koruna, jej stupen urcuje pocet dvojic, z ktorych si to vyskladal
2023	2023-05-15T06:53:44.767+00:00	veverica	property	aky bol rozdiel medzi fifo a kauzalitou?
2023	2023-05-15T06:55:43.533+00:00	veverica	algo,property	> In summary, causality captures the order of events based on their causal relationships, ensuring a consistent global order of events in the system. FIFO ordering, on the other hand, specifically ensures that the temporal order of messages sent by the same sender is preserved.
